ADDRESS,ENS_NAME,ACTIVITY,AUM,ANT,SCORE
0x3EcD508F87Ef27417474B0FDF8dd90A3b2B337C9,,15916,642084.4247921973,574556.0338190175,0.09228188039569335
0xBC435a218374859ca03F675f7697fd7e7ce805Cb,trust.aragonid.eth,72,3972895.0010722512,3409477.462127521,0.08002002640661818
0x49C8C959ce8692978e4f3B169FFd179EC241adaF,budget.aragonid.eth,109,4765432.191767937,168421.62500000006,0.04260441106945172
0x40204DaaCb1480019A7A6826C699903dF94eE019,network.aragonid.eth,8,819138.5786195063,732989.2997047672,0.03633789044391509
0x635193983512c621E6a3E15ee1dbF36f0C0Db8E0,a1.aragonid.eth,40,682038.8735106211,345511.011,0.029506761398348708
0x71342c7e6B0C2493866FB5a2b2BB0beBfb7Fdb1C,,3404,12.515137304834967,0,0.028403647557460363
0x57EBE61f5f8303AD944136b293C1836B3803b4c0,,2291,0,0,0.023267467334666735
0x0c188B183FF758500D1D18B432313d10e9F6b8a4,piedao.aragonid.eth,606,526450.0313563201,0,0.020582259399150322
0x1030678E350Ee3AA845C29cA8c8cE0693AbE8144,associationops.aragonid.eth,107,167740.96189591978,68371.9299886425,0.01728755792679961
0x0E5646fA4d398a81DB51afd74547476FC0A0888D,pluricentra.aragonid.eth,828,0,0,0.013987874807087767
0xAf3098521355BC588424560155a40C5b4bf7185E,pinion.aragonid.eth,66,110841.89472681926,24999.999999999996,0.012374711131995633
0x5aAd137d8f7D2Dc6e1B2548c059B1483360bCC6a,,181,23720.97046429375,5255,0.010419207137366939
0xC63627255269DDC12dE3BEE4d7E6526DDa59aF70,6ef0c0b0.aragonid.eth,123,173279.82328225824,0,0.01033413650110045
0xd4B98509B1323380414A23f36D36Aa570f71c8Fa,venturelabs.aragonid.eth,366,0,0,0.009299874994774806
0xC45417092c7ba66052c92A4AD871fC60bdbC7009,,300,1679.0838849988315,0,0.008906278840164272
0x0598Ae14B05a6D6B027C75d6c04a4975C9ddDb84,f25f0531.aragonid.eth,201,23928.208134983048,0,0.008728631648823891
0x451119af1Af011897714200D604aEc5e17802B40,4c4bf6a8.aragonid.eth,115,76208.124231108,0,0.008490963384686018
0xa365A8429FceFdbE1E684dDdDA3531b6e8d96e75,lexdao.aragonid.eth,271,732.9001126610136,0,0.008323879481077764
0x5F89B0fa249C8180962d01aaa30B6F5cB96ee979,,281,0,0,0.008148726249332475
0xF4dAcf2EdB6E2bd88EB90C3AEf1e510153d38579,arca.aragonid.eth,159,17324,0,0.007692541977109498
0x1c532BC3B37d05E30aaE367e4FACdCFC98F8a426,marsdao.aragonid.eth,221,398.11793831200436,0,0.007463504267754211
0x117d1F8CB4Bf6e74Bc5D667f15af7b810baCCCD6,,191,379.4479601136472,300,0.007439416549138665
0x12b013C23F1918EaC4b5342117f0B202E048566C,,189,2.2350628554862624,2,0.006740691562216205
0x5c5C93757bA3648b50204629CD68292D8faC17D9,,182,16.47965521610106,0,0.006606216612612926
0x5E7B681735205bB5414Fb8cC368695b8571611AD,collab.aragonid.eth,156,1405.7089198369972,0,0.006516739649098195
0x6B9bc7FEECCb73A2F0258B587a0E9eb4A40e9F02,dandy.aragonid.eth,5,19556.799985504796,17500,0.0064892759352807045
0x547dc95B3FBf42AE3467827A8A6cA08226e3288f,collab19.aragonid.eth,158,344.59250757101177,0,0.006330760810116855
0x2Ab6c91aCBAbc7f856867F94fc2e2e0E395B8212,cbdaoone.aragonid.eth,156,170.92303638850234,0,0.0062267814136542365
0xcF7270876762B780f7dDDD057572f87fC3F2c2b7,x.aragonid.eth,109,1562.998902706252,459.03668696050846,0.0061506140868939916
0x5ECaD5DcC4B81C68B2b79eD80D391C79CD7f3C00,levelk.aragonid.eth,7,12896.602991389767,11538.019999999999,0.0056728322167196995
0xE59cd35e68A8C51AdDa1c9F4681024066e13FF22,metagame.aragonid.eth,125,0,0,0.00543490021444704
0xF2a04590139ddBB40d0C33791Eda7993EaC64Cf1,,107,85.35323641897448,0,0.005138086870570361
0x41e3C88E2Be4e777D14e7a2748d6EBaDc64b7ebA,bizinc.aragonid.eth,102,3.7559278686638655,0,0.0049325056994020235
0x08ac31Dd93c16F1f6c4A0FAE540bA1aD52f581d0,sf.aragonid.eth,96,75.523433749271,0,0.00486610035259922
0x279489452DD8035F82326c8036f81d7Bd1C65e6c,global.aragonid.eth,81,1545.524435487141,0,0.004841825444523873
0x8eB38a926C096c5d99e71D84973b8E9C690B99A9,brightiddev.aragonid.eth,65,5258.4,0,0.004780223099965207
0x97C4a85e6086f40526F405e3166620aA03c4dE0f,abeseba.aragonid.eth,92,34.03027460966993,0,0.004731894067691601
0x17ea905E811423d7785a5421421aBCd1C9F24a2B,montelunadaov2.aragonid.eth,53,9313.765182258183,0,0.004684911155376184
0x27a1825D5F4C9D782F8bc32ED77bf4ce3a0b6bab,cryptoplaza.aragonid.eth,83,0.00047686664322083114,0,0.004428952696719949
0xf6b32eEe531A651DCa4aC81bA9aED06CcA2495C0,brightidbiz.aragonid.eth,74,26.0986301369863,0,0.004242357599795491
0x643B209cB91CCf59dB9dbC84eeadFf7b54eb18b2,vault.aragonid.eth,65,36.87473691315082,0,0.00399126829328358
0x3AA19afBeDA63c26aa6f9bc48b2ea2512D921A34,greececov19response.aragonid.eth,52,1567.4205404958068,0,0.003975515629809768
0x657686fBe3F2Ff0366E85902801D5e07A6d7a120,yamatokoku.aragonid.eth,66,0,0,0.003949194614101228
0x12530a85499b70AAa746c99Ea10da8c781bb5C06,saintmoloch.aragonid.eth,65,0,0,0.003919162280043806
